timestamp,actual,lstm
2018-10-07 00:00:00+00:00,53.50004861111111,54.111196517944336
2018-10-14 00:00:00+00:00,55.84894047619047,56.36101475216093
2018-10-21 00:00:00+00:00,55.762125000000005,56.261740366617836
2018-10-28 00:00:00+00:00,58.68471428571428,59.05763685135614
2018-11-04 00:00:00+00:00,55.91758928571429,56.47421662012736
2018-11-11 00:00:00+00:00,58.163470238095236,58.5501214890253
2018-11-18 00:00:00+00:00,59.69608333333333,60.07582621347336
2018-11-25 00:00:00+00:00,61.5533630952381,61.87799612681071
2018-12-02 00:00:00+00:00,62.379154761904765,62.71340084075928
2018-12-09 00:00:00+00:00,62.32269047619047,62.58985710144043
2018-12-16 00:00:00+00:00,63.2435,63.54414951233637
2018-12-23 00:00:00+00:00,59.40855952380953,59.794747102828254
2018-12-30 00:00:00+00:00,49.075583333333334,49.887123062497096
2019-01-06 00:00:00+00:00,53.805875,54.38073451178415
2019-01-13 00:00:00+00:00,62.37220238095239,62.648753347850985
2019-01-20 00:00:00+00:00,62.42349404761905,62.76363474982126
2019-01-27 00:00:00+00:00,63.58701190476191,63.93764913649786
2019-02-03 00:00:00+00:00,62.08876785714286,62.442763782682874
2019-02-10 00:00:00+00:00,62.35953571428571,62.71050330570766
2019-02-17 00:00:00+00:00,60.79900595238095,61.253010772523425
2019-02-24 00:00:00+00:00,59.46751785714285,59.95213431403751
2019-03-03 00:00:00+00:00,58.48182142857143,58.95901673180716
2019-03-10 00:00:00+00:00,58.99095238095238,59.408229192097984
2019-03-17 00:00:00+00:00,60.07891071428571,60.50673244113014
2019-03-24 00:00:00+00:00,57.6493630952381,58.1798103650411
2019-03-31 00:00:00+00:00,56.7715119047619,57.336202485220774
2019-04-07 00:00:00+00:00,56.43385714285715,56.97079599471319
2019-04-14 00:00:00+00:00,56.76597023809524,57.291901838211786
2019-04-21 00:00:00+00:00,51.656261904761905,52.437718028113956
2019-04-28 00:00:00+00:00,52.33675,52.927219231923424
2019-05-05 00:00:00+00:00,53.123172619047615,53.75830393745785
2019-05-12 00:00:00+00:00,56.023577380952375,56.55131333214896
2019-05-19 00:00:00+00:00,55.28559523809523,55.82150981539772
2019-05-26 00:00:00+00:00,54.94535119047619,55.45896060126169
2019-06-02 00:00:00+00:00,51.30880357142858,51.98668736503238
2019-06-09 00:00:00+00:00,54.52816071428571,55.08357577096848
2019-06-16 00:00:00+00:00,52.28670833333333,52.872402736118865
2019-06-23 00:00:00+00:00,52.54121428571428,53.12870466141474
2019-06-30 00:00:00+00:00,55.95528571428571,56.40368531999134
2019-07-07 00:00:00+00:00,55.179630952380954,55.66561528614589
2019-07-14 00:00:00+00:00,53.908166666666666,54.43078104654948
2019-07-21 00:00:00+00:00,53.511964285714285,54.01378247851417
2019-07-28 00:00:00+00:00,54.20710119047619,54.73457513536726
2019-08-04 00:00:00+00:00,52.39210119047619,52.96098232269287
2019-08-11 00:00:00+00:00,52.019053571428564,52.522365683601016
2019-08-18 00:00:00+00:00,51.1552380952381,51.70819514138358
2019-08-25 00:00:00+00:00,51.83813095238096,52.35987068357922
2019-09-01 00:00:00+00:00,54.09197023809524,54.595061461130776
2019-09-08 00:00:00+00:00,52.44316071428571,52.95603173119681
2019-09-15 00:00:00+00:00,53.348488095238096,53.851869106292725
