timestamp,actual,mean,naive,seasonal_naive,drift,sarima,sarimax,random_forest,gradient_boosting,lstm_weekly
2018-10-14 00:00:00+00:00,55.84894047619047,55.65054511874547,54.287059523809525,56.33339880952381,54.32304585003644,57.42442014892127,56.96259095003397,55.60020169355517,55.94042535978714,56.36101475216093
2018-10-21 00:00:00+00:00,55.762125000000005,55.65054511874547,54.287059523809525,56.55730952380953,54.35903217626336,57.91266783676922,57.87793879376517,55.96815370568723,57.23056416715531,56.261740366617836
2018-10-28 00:00:00+00:00,58.68471428571428,55.65054511874547,54.287059523809525,57.687714285714286,54.39501850249028,58.18381619240829,58.1803236776798,56.3069730467951,57.53994563690743,59.05763685135614
2018-11-04 00:00:00+00:00,55.91758928571429,55.65054511874547,54.287059523809525,53.707708333333336,54.4310048287172,56.90302932046632,55.95616959714974,56.0138618150964,54.95705683981861,56.47421662012736
2018-11-11 00:00:00+00:00,58.16347023809524,55.65054511874547,54.287059523809525,59.21035714285714,54.46699115494412,60.701343077629645,59.63657894199761,56.58463083646025,57.74645983361858,58.5501214890253
2018-11-18 00:00:00+00:00,59.69608333333333,55.65054511874547,54.287059523809525,59.97938095238095,54.50297748117104,61.36702784208335,61.48872303306888,56.9986259191936,57.831105163535,60.07582621347336
2018-11-25 00:00:00+00:00,61.5533630952381,55.65054511874547,54.287059523809525,60.69883333333333,54.53896380739796,61.76200097224192,62.12398343388743,59.59862472747975,61.379443028781154,61.87799612681071
2018-12-02 00:00:00+00:00,62.379154761904765,55.65054511874547,54.287059523809525,61.95860119047619,54.57495013362488,62.57424646164996,62.723608241236334,60.34115632848467,60.72077949286572,62.71340084075928
2018-12-09 00:00:00+00:00,62.32269047619047,55.65054511874547,54.287059523809525,63.12195833333333,54.6109364598518,62.95479626938312,62.39562055822415,59.27016199315858,59.37070303814,62.58985710144043
2018-12-16 00:00:00+00:00,63.2435,55.65054511874547,54.287059523809525,62.71340476190477,54.64692278607872,61.73346572228583,61.97596544036121,60.24585783971384,60.89613461229632,63.54414951233637
2018-12-23 00:00:00+00:00,59.40855952380953,55.65054511874547,54.287059523809525,57.949869047619046,54.68290911230564,55.75911098808108,56.21071615030804,58.93292471492806,59.66232014434223,59.794747102828254
2018-12-30 00:00:00+00:00,49.07558333333333,55.65054511874547,54.287059523809525,48.223803571428576,54.71889543853256,49.5726073494909,48.84296915333664,54.26877696483364,53.39837968826723,49.887123062497096
2019-01-06 00:00:00+00:00,53.805875,55.65054511874547,54.287059523809525,54.85843452380953,54.75488176475948,58.18698812123598,57.15682445386081,56.4223089938146,55.17990724474928,54.38073451178415
2019-01-13 00:00:00+00:00,62.37220238095239,55.65054511874547,54.287059523809525,60.05204761904762,54.79086809098639,61.845576494537084,61.145364839015976,58.54929381168109,58.92847688767376,62.648753347850985
2019-01-20 00:00:00+00:00,62.42349404761905,55.65054511874547,54.287059523809525,61.86826785714286,54.82685441721331,62.996632676451846,62.71910368526036,60.69721845936623,61.38713014162729,62.76363474982126
2019-01-27 00:00:00+00:00,63.58701190476191,55.65054511874547,54.287059523809525,60.12823214285714,54.86284074344023,62.15358306417171,63.24481257182688,61.08570916937275,61.38713014162729,63.93764913649786
2019-02-03 00:00:00+00:00,62.08876785714286,55.65054511874547,54.287059523809525,60.81609523809524,54.89882706966716,62.00187447970399,62.05307451043619,60.97950256143044,61.27484754057595,62.442763782682874
2019-02-10 00:00:00+00:00,62.35953571428571,55.65054511874547,54.287059523809525,61.24415476190476,54.93481339589408,61.90864600237384,61.12276010538232,59.87465380639098,59.99276111715479,62.71050330570766
2019-02-17 00:00:00+00:00,60.79900595238095,55.65054511874547,54.287059523809525,60.73777380952381,54.970799722120994,61.66154499232562,60.70232599318975,58.9645610014188,59.2112727720149,61.253010772523425
2019-02-24 00:00:00+00:00,59.46751785714285,55.65054511874547,54.287059523809525,60.69296428571428,55.00678604834791,61.455960328627725,61.01884491200534,58.73028171340854,59.2503347043472,59.95213431403751
2019-03-03 00:00:00+00:00,58.48182142857143,55.65054511874547,54.287059523809525,63.44200595238095,55.04277237457483,61.80482005838939,61.01331831656044,58.46608313756138,59.2112727720149,58.95901673180716
2019-03-10 00:00:00+00:00,58.99095238095238,55.65054511874547,54.287059523809525,59.17857142857143,55.07875870080175,60.23304579873378,59.42067852229877,57.77800727923616,58.10043535164644,59.408229192097984
2019-03-17 00:00:00+00:00,60.07891071428571,55.65054511874547,54.287059523809525,60.88598809523809,55.11474502702867,59.75420680997478,59.15534861340504,57.77880844935565,59.2503347043472,60.50673244113014
2019-03-24 00:00:00+00:00,57.6493630952381,55.65054511874547,54.287059523809525,60.75360714285714,55.15073135325559,58.80141262371815,58.73520914162176,57.760174278558935,59.2112727720149,58.1798103650411
2019-03-31 00:00:00+00:00,56.7715119047619,55.65054511874547,54.287059523809525,55.40161904761904,55.186717679482506,56.13991473045576,55.886441754395406,55.30529806831806,55.65214805135392,57.336202485220774
2019-04-07 00:00:00+00:00,56.43385714285715,55.65054511874547,54.287059523809525,54.534148809523806,55.222704005709424,55.881207259157165,56.264395803657926,55.021350469397404,54.95169512564918,56.97079599471319
2019-04-14 00:00:00+00:00,56.76597023809524,55.65054511874547,54.287059523809525,56.09988095238096,55.25869033193634,55.68485879707259,56.346657233868605,55.1775179250921,55.65214805135392,57.291901838211786
2019-04-21 00:00:00+00:00,51.65626190476191,55.65054511874547,54.287059523809525,54.434273809523816,55.29467665816327,55.40964006014883,55.35718006945519,54.79030248056097,54.95169512564918,52.437718028113956
2019-04-28 00:00:00+00:00,52.33675,55.65054511874547,54.287059523809525,55.34271428571428,55.33066298439019,56.08333354801317,55.16467203275235,54.613122454329,55.38498827024981,52.927219231923424
2019-05-05 00:00:00+00:00,53.123172619047615,55.65054511874547,54.287059523809525,52.81313690476191,55.36664931061711,54.4683196154152,55.33650344310503,53.97695491604249,54.21581887958649,53.75830393745785
2019-05-12 00:00:00+00:00,56.023577380952375,55.65054511874547,54.287059523809525,52.85682142857143,55.402635636844025,54.59591434339597,55.07704568175715,53.889798775849634,54.202326160656966,56.55131333214896
2019-05-19 00:00:00+00:00,55.28559523809523,55.65054511874547,54.287059523809525,55.36916666666667,55.43862196307094,55.18913689799332,55.63510172116668,54.59492185193939,55.65214805135392,55.82150981539772
2019-05-26 00:00:00+00:00,54.94535119047619,55.65054511874547,54.287059523809525,53.64008928571428,55.47460828929786,53.51895246141597,53.23721970301337,54.25702842826244,54.353631334376686,55.45896060126169
2019-06-02 00:00:00+00:00,51.30880357142858,55.65054511874547,54.287059523809525,53.98164880952381,55.51059461552478,54.8683719025562,55.15322056644668,54.389612137262986,55.040864931463055,51.98668736503238
2019-06-09 00:00:00+00:00,54.52816071428571,55.65054511874547,54.287059523809525,56.448547619047616,55.5465809417517,55.51057310275625,56.80425721825867,54.7181566213814,55.76618493112,55.08357577096848
2019-06-16 00:00:00+00:00,52.28670833333333,55.65054511874547,54.287059523809525,55.91553571428571,55.58256726797862,55.46762865324724,56.80349396984936,54.74401422711184,55.5347854722464,52.872402736118865
2019-06-23 00:00:00+00:00,52.54121428571428,55.65054511874547,54.287059523809525,56.29283928571429,55.61855359420554,56.42195243960996,57.057777356543006,54.63389593600789,55.688094212052135,53.12870466141474
2019-06-30 00:00:00+00:00,55.95528571428571,55.65054511874547,54.287059523809525,55.683684523809525,55.654539920432455,56.39319836928251,57.84633533442404,54.44459555600216,55.32679728765141,56.40368531999134
2019-07-07 00:00:00+00:00,55.17963095238096,55.65054511874547,54.287059523809525,55.95719642857142,55.69052624665938,56.4707236010148,55.98986617698954,54.87798392736888,55.56348465326248,55.66561528614589
2019-07-14 00:00:00+00:00,53.908166666666666,55.65054511874547,54.287059523809525,53.87878571428572,55.7265125728863,55.68509151086577,55.48235735347649,54.55494630621226,54.34418365676856,54.43078104654948
2019-07-21 00:00:00+00:00,53.511964285714285,55.65054511874547,54.287059523809525,53.46576785714286,55.76249889911322,55.51067971474031,54.92018691073938,54.33382592531542,54.334994560539926,54.01378247851417
