timestamp,actual,sarima,lower_95,upper_95
2019-05-26 00:00:00+00:00,54.94535119047619,53.518952461415964,50.644970420877506,56.39293450195442
2019-06-02 00:00:00+00:00,51.30880357142858,54.8683719025562,51.98792511823576,57.74881868687664
2019-06-09 00:00:00+00:00,54.52816071428571,55.51057310275625,52.623552258459355,58.39759394705314
2019-06-16 00:00:00+00:00,52.28670833333333,55.46762865324724,52.57392514074481,58.361332165749666
2019-06-23 00:00:00+00:00,52.54121428571428,56.42195243960996,53.521458364534325,59.322446514685595
2019-06-30 00:00:00+00:00,55.95528571428571,56.39319836928251,53.48580655634782,59.3005901822172
2019-07-07 00:00:00+00:00,55.17963095238096,56.470723601014804,53.55632759920862,59.385119602820986
2019-07-14 00:00:00+00:00,53.908166666666666,55.68509151086577,52.76358559818184,58.606597423549694
2019-07-21 00:00:00+00:00,53.511964285714285,55.510679714740306,52.581958902533756,58.439400526946855
2019-07-28 00:00:00+00:00,54.20710119047619,55.12372682183862,52.18768685897429,58.05976678470296
2019-08-04 00:00:00+00:00,52.39210119047619,54.85608215454355,51.91261953122925,57.799544777857854
2019-08-11 00:00:00+00:00,52.01905357142856,54.51367253238274,51.562684483580206,57.46466058118528
2019-08-18 00:00:00+00:00,51.1552380952381,54.068978631538435,51.110363140177085,57.027594122899785
2019-08-25 00:00:00+00:00,51.83813095238096,55.43738115375501,52.47103695366279,58.403725353847236
2019-09-01 00:00:00+00:00,54.09197023809524,55.445282027207526,52.47110860559214,58.41945544882291
2019-09-08 00:00:00+00:00,52.44316071428571,55.58191529677524,52.59981289667165,58.564017696878835
2019-09-15 00:00:00+00:00,53.348488095238096,56.1389430436418,53.14881266577853,59.129073421505076
2019-09-22 00:00:00+00:00,53.22254761904762,55.83684771226015,52.8385911206043,58.835104303916005
2019-09-29 00:00:00+00:00,54.82947619047619,56.420758491597674,53.41427820171823,59.427238781477115
2019-10-06 00:00:00+00:00,52.33063095238096,55.91500902086774,52.90020829710941,58.92980974462608
2019-10-13 00:00:00+00:00,55.80170833333333,58.43542417393985,55.280487965364074,61.59036038251563
2019-10-20 00:00:00+00:00,56.13279166666666,58.60210090988922,55.40317532070309,61.80102649907534
2019-10-27 00:00:00+00:00,56.48441071428571,58.87256604568291,55.662837363396925,62.08229472796889
2019-11-03 00:00:00+00:00,55.02963095238095,57.591095953895554,54.37043980312609,60.81175210466502
2019-11-10 00:00:00+00:00,58.15936309523809,61.38872649121351,58.15701968504068,64.62043329738634
2019-11-17 00:00:00+00:00,59.11223809523809,62.05372803582184,58.810848593128206,65.29660747851548
2019-11-24 00:00:00+00:00,59.73594047619048,62.44801794613502,59.193845091681126,65.70219080058891
2019-12-01 00:00:00+00:00,59.84283333333333,63.259580215697675,59.99399437467691,66.52516605671843
2019-12-08 00:00:00+00:00,61.05929761904762,63.63944680358546,60.36232959706486,66.91656401010606
2019-12-15 00:00:00+00:00,61.24219047619048,62.417433036642784,59.128667281798,65.70619879148757
2019-12-22 00:00:00+00:00,56.83676785714285,56.44239508259266,53.14186477250341,59.74292539268191
2019-12-29 00:00:00+00:00,46.50530952380952,50.25520822415711,46.94279864867114,53.567617799643074
2020-01-05 00:00:00+00:00,50.16170238095238,58.868905776056806,55.570707420475166,62.167104131638446
