,load_gw
count,2100.0
mean,55.4924685515873
std,6.601474341786817
min,38.952666666666666
25%,50.41344791666667
50%,56.776916666666665
75%,60.430093750000005
max,68.18358333333333
missing,0.0
start_date,2015-01-01 00:00:00+00:00
end_date,2020-09-30 00:00:00+00:00
