,load_gw
count,50400.0
mean,55.4924685515873
std,10.015431041613118
min,31.307
25%,47.106
50%,55.092
75%,64.30924999999999
max,77.549
missing,0.0
start_date,2015-01-01 00:00:00+00:00
end_date,2020-09-30 23:00:00+00:00
